id,category,input,output_json
SFT-ALERT-030,Alert Classification,Classify this SOC alert and recommend safe next steps: A production web application generates repeated SQL syntax errors after unusual query strings in login requests.,"{""classification"": ""possible SQL injection probing"", ""severity"": ""medium"", ""mitre_mapping"": ""Exploit Public-Facing Application"", ""recommended_action"": ""Review WAF/app logs, validate input handling, block abusive sources, and notify application owners."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as possible SQL injection probing because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-031,Alert Classification,Classify this SOC alert and recommend safe next steps: Multiple failed logins followed by a successful login from a new country for the same user account.,"{""classification"": ""possible credential compromise"", ""severity"": ""high"", ""mitre_mapping"": ""Valid Accounts / Brute Force"", ""recommended_action"": ""Review sign-in logs, verify user activity, reset credentials if unauthorized, require MFA, and check for follow-on activity."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as possible credential compromise because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-032,Alert Classification,Classify this SOC alert and recommend safe next steps: An endpoint alert shows PowerShell launched by Office and then contacting an unfamiliar external domain.,"{""classification"": ""suspicious script execution"", ""severity"": ""high"", ""mitre_mapping"": ""Command and Scripting Interpreter"", ""recommended_action"": ""Isolate the host if needed, collect process tree and command line, block the domain, and check for payload download."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as suspicious script execution because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-033,Alert Classification,Classify this SOC alert and recommend safe next steps: A user reports an email asking them to verify payroll details through a shortened link.,"{""classification"": ""phishing attempt"", ""severity"": ""medium"", ""mitre_mapping"": ""Phishing"", ""recommended_action"": ""Quarantine the email, block the URL, inspect headers, warn affected users, and reset credentials if submitted."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as phishing attempt because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-034,Alert Classification,Classify this SOC alert and recommend safe next steps: A server sends unusually high outbound traffic to an IP address not seen before.,"{""classification"": ""possible data exfiltration"", ""severity"": ""high"", ""mitre_mapping"": ""Exfiltration"", ""recommended_action"": ""Validate the destination, review netflow and process logs, restrict outbound traffic, and preserve evidence."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as possible data exfiltration because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-035,Alert Classification,Classify this SOC alert and recommend safe next steps: An administrator account creates a new mailbox forwarding rule at 2:15 AM without a ticket.,"{""classification"": ""suspicious account activity"", ""severity"": ""high"", ""mitre_mapping"": ""Email Collection / Account Discovery"", ""recommended_action"": ""Disable or review the rule, verify administrator activity, audit mailbox access, and rotate credentials if unauthorized."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as suspicious account activity because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-036,Alert Classification,Classify this SOC alert and recommend safe next steps: Antivirus blocks a file named invoice_viewer.exe from the downloads folder after a user opened an email attachment.,"{""classification"": ""malware delivery attempt"", ""severity"": ""high"", ""mitre_mapping"": ""User Execution / Phishing"", ""recommended_action"": ""Quarantine the file, collect hashes, inspect email source, scan the endpoint, and check for similar messages."", ""confidence"": ""medium"", ""explanation"": ""The scenario is best treated as malware delivery attempt because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-037,Alert Classification,Classify this SOC alert and recommend safe next steps: A VPN login occurs from the user’s normal location during normal working hours with MFA success.,"{""classification"": ""likely benign authentication"", ""severity"": ""low"", ""mitre_mapping"": ""Not applicable"", ""recommended_action"": ""No immediate escalation; continue routine monitoring and confirm if other risk indicators appear."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as likely benign authentication because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-038,Alert Classification,Classify this SOC alert and recommend safe next steps: A cloud storage audit log shows mass file downloads by an account shortly before resignation.,"{""classification"": ""possible insider data theft"", ""severity"": ""high"", ""mitre_mapping"": ""Exfiltration Over Web Service"", ""recommended_action"": ""Escalate to security/legal process, preserve logs, review access, and validate authorization."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as possible insider data theft because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-039,Alert Classification,Classify this SOC alert and recommend safe next steps: A workstation starts scanning many internal hosts on ports 445 and 3389.,"{""classification"": ""internal reconnaissance / lateral movement risk"", ""severity"": ""high"", ""mitre_mapping"": ""Network Service Discovery"", ""recommended_action"": ""Isolate or restrict host, identify initiating process, review recent credentials, and scan for compromise."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as internal reconnaissance / lateral movement risk because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-040,Alert Classification,Classify this SOC alert and recommend safe next steps: A production web application generates repeated SQL syntax errors after unusual query strings in login requests.,"{""classification"": ""possible SQL injection probing"", ""severity"": ""medium"", ""mitre_mapping"": ""Exploit Public-Facing Application"", ""recommended_action"": ""Review WAF/app logs, validate input handling, block abusive sources, and notify application owners."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as possible SQL injection probing because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-041,Alert Classification,Classify this SOC alert and recommend safe next steps: Multiple failed logins followed by a successful login from a new country for the same user account.,"{""classification"": ""possible credential compromise"", ""severity"": ""high"", ""mitre_mapping"": ""Valid Accounts / Brute Force"", ""recommended_action"": ""Review sign-in logs, verify user activity, reset credentials if unauthorized, require MFA, and check for follow-on activity."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as possible credential compromise because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-042,Alert Classification,Classify this SOC alert and recommend safe next steps: An endpoint alert shows PowerShell launched by Office and then contacting an unfamiliar external domain.,"{""classification"": ""suspicious script execution"", ""severity"": ""high"", ""mitre_mapping"": ""Command and Scripting Interpreter"", ""recommended_action"": ""Isolate the host if needed, collect process tree and command line, block the domain, and check for payload download."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as suspicious script execution because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-043,Alert Classification,Classify this SOC alert and recommend safe next steps: A user reports an email asking them to verify payroll details through a shortened link.,"{""classification"": ""phishing attempt"", ""severity"": ""medium"", ""mitre_mapping"": ""Phishing"", ""recommended_action"": ""Quarantine the email, block the URL, inspect headers, warn affected users, and reset credentials if submitted."", ""confidence"": ""medium"", ""explanation"": ""The scenario is best treated as phishing attempt because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-044,Alert Classification,Classify this SOC alert and recommend safe next steps: A server sends unusually high outbound traffic to an IP address not seen before.,"{""classification"": ""possible data exfiltration"", ""severity"": ""high"", ""mitre_mapping"": ""Exfiltration"", ""recommended_action"": ""Validate the destination, review netflow and process logs, restrict outbound traffic, and preserve evidence."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as possible data exfiltration because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-045,Alert Classification,Classify this SOC alert and recommend safe next steps: An administrator account creates a new mailbox forwarding rule at 2:15 AM without a ticket.,"{""classification"": ""suspicious account activity"", ""severity"": ""high"", ""mitre_mapping"": ""Email Collection / Account Discovery"", ""recommended_action"": ""Disable or review the rule, verify administrator activity, audit mailbox access, and rotate credentials if unauthorized."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as suspicious account activity because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-046,Alert Classification,Classify this SOC alert and recommend safe next steps: Antivirus blocks a file named invoice_viewer.exe from the downloads folder after a user opened an email attachment.,"{""classification"": ""malware delivery attempt"", ""severity"": ""high"", ""mitre_mapping"": ""User Execution / Phishing"", ""recommended_action"": ""Quarantine the file, collect hashes, inspect email source, scan the endpoint, and check for similar messages."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as malware delivery attempt because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-047,Alert Classification,Classify this SOC alert and recommend safe next steps: A VPN login occurs from the user’s normal location during normal working hours with MFA success.,"{""classification"": ""likely benign authentication"", ""severity"": ""low"", ""mitre_mapping"": ""Not applicable"", ""recommended_action"": ""No immediate escalation; continue routine monitoring and confirm if other risk indicators appear."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as likely benign authentication because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-048,Alert Classification,Classify this SOC alert and recommend safe next steps: A cloud storage audit log shows mass file downloads by an account shortly before resignation.,"{""classification"": ""possible insider data theft"", ""severity"": ""high"", ""mitre_mapping"": ""Exfiltration Over Web Service"", ""recommended_action"": ""Escalate to security/legal process, preserve logs, review access, and validate authorization."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as possible insider data theft because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-049,Alert Classification,Classify this SOC alert and recommend safe next steps: A workstation starts scanning many internal hosts on ports 445 and 3389.,"{""classification"": ""internal reconnaissance / lateral movement risk"", ""severity"": ""high"", ""mitre_mapping"": ""Network Service Discovery"", ""recommended_action"": ""Isolate or restrict host, identify initiating process, review recent credentials, and scan for compromise."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as internal reconnaissance / lateral movement risk because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-050,Alert Classification,Classify this SOC alert and recommend safe next steps: A production web application generates repeated SQL syntax errors after unusual query strings in login requests.,"{""classification"": ""possible SQL injection probing"", ""severity"": ""medium"", ""mitre_mapping"": ""Exploit Public-Facing Application"", ""recommended_action"": ""Review WAF/app logs, validate input handling, block abusive sources, and notify application owners."", ""confidence"": ""medium"", ""explanation"": ""The scenario is best treated as possible SQL injection probing because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-051,Alert Classification,Classify this SOC alert and recommend safe next steps: Multiple failed logins followed by a successful login from a new country for the same user account.,"{""classification"": ""possible credential compromise"", ""severity"": ""high"", ""mitre_mapping"": ""Valid Accounts / Brute Force"", ""recommended_action"": ""Review sign-in logs, verify user activity, reset credentials if unauthorized, require MFA, and check for follow-on activity."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as possible credential compromise because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-052,Alert Classification,Classify this SOC alert and recommend safe next steps: An endpoint alert shows PowerShell launched by Office and then contacting an unfamiliar external domain.,"{""classification"": ""suspicious script execution"", ""severity"": ""high"", ""mitre_mapping"": ""Command and Scripting Interpreter"", ""recommended_action"": ""Isolate the host if needed, collect process tree and command line, block the domain, and check for payload download."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as suspicious script execution because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-053,Alert Classification,Classify this SOC alert and recommend safe next steps: A user reports an email asking them to verify payroll details through a shortened link.,"{""classification"": ""phishing attempt"", ""severity"": ""medium"", ""mitre_mapping"": ""Phishing"", ""recommended_action"": ""Quarantine the email, block the URL, inspect headers, warn affected users, and reset credentials if submitted."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as phishing attempt because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-054,Alert Classification,Classify this SOC alert and recommend safe next steps: A server sends unusually high outbound traffic to an IP address not seen before.,"{""classification"": ""possible data exfiltration"", ""severity"": ""high"", ""mitre_mapping"": ""Exfiltration"", ""recommended_action"": ""Validate the destination, review netflow and process logs, restrict outbound traffic, and preserve evidence."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as possible data exfiltration because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-055,Alert Classification,Classify this SOC alert and recommend safe next steps: An administrator account creates a new mailbox forwarding rule at 2:15 AM without a ticket.,"{""classification"": ""suspicious account activity"", ""severity"": ""high"", ""mitre_mapping"": ""Email Collection / Account Discovery"", ""recommended_action"": ""Disable or review the rule, verify administrator activity, audit mailbox access, and rotate credentials if unauthorized."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as suspicious account activity because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-056,Alert Classification,Classify this SOC alert and recommend safe next steps: Antivirus blocks a file named invoice_viewer.exe from the downloads folder after a user opened an email attachment.,"{""classification"": ""malware delivery attempt"", ""severity"": ""high"", ""mitre_mapping"": ""User Execution / Phishing"", ""recommended_action"": ""Quarantine the file, collect hashes, inspect email source, scan the endpoint, and check for similar messages."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as malware delivery attempt because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-057,Alert Classification,Classify this SOC alert and recommend safe next steps: A VPN login occurs from the user’s normal location during normal working hours with MFA success.,"{""classification"": ""likely benign authentication"", ""severity"": ""low"", ""mitre_mapping"": ""Not applicable"", ""recommended_action"": ""No immediate escalation; continue routine monitoring and confirm if other risk indicators appear."", ""confidence"": ""medium"", ""explanation"": ""The scenario is best treated as likely benign authentication because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-058,Alert Classification,Classify this SOC alert and recommend safe next steps: A cloud storage audit log shows mass file downloads by an account shortly before resignation.,"{""classification"": ""possible insider data theft"", ""severity"": ""high"", ""mitre_mapping"": ""Exfiltration Over Web Service"", ""recommended_action"": ""Escalate to security/legal process, preserve logs, review access, and validate authorization."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as possible insider data theft because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-059,Alert Classification,Classify this SOC alert and recommend safe next steps: A workstation starts scanning many internal hosts on ports 445 and 3389.,"{""classification"": ""internal reconnaissance / lateral movement risk"", ""severity"": ""high"", ""mitre_mapping"": ""Network Service Discovery"", ""recommended_action"": ""Isolate or restrict host, identify initiating process, review recent credentials, and scan for compromise."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as internal reconnaissance / lateral movement risk because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-060,Alert Classification,Classify this SOC alert and recommend safe next steps: A production web application generates repeated SQL syntax errors after unusual query strings in login requests.,"{""classification"": ""possible SQL injection probing"", ""severity"": ""medium"", ""mitre_mapping"": ""Exploit Public-Facing Application"", ""recommended_action"": ""Review WAF/app logs, validate input handling, block abusive sources, and notify application owners."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as possible SQL injection probing because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-061,Alert Classification,Classify this SOC alert and recommend safe next steps: Multiple failed logins followed by a successful login from a new country for the same user account.,"{""classification"": ""possible credential compromise"", ""severity"": ""high"", ""mitre_mapping"": ""Valid Accounts / Brute Force"", ""recommended_action"": ""Review sign-in logs, verify user activity, reset credentials if unauthorized, require MFA, and check for follow-on activity."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as possible credential compromise because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-062,Alert Classification,Classify this SOC alert and recommend safe next steps: An endpoint alert shows PowerShell launched by Office and then contacting an unfamiliar external domain.,"{""classification"": ""suspicious script execution"", ""severity"": ""high"", ""mitre_mapping"": ""Command and Scripting Interpreter"", ""recommended_action"": ""Isolate the host if needed, collect process tree and command line, block the domain, and check for payload download."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as suspicious script execution because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-063,Alert Classification,Classify this SOC alert and recommend safe next steps: A user reports an email asking them to verify payroll details through a shortened link.,"{""classification"": ""phishing attempt"", ""severity"": ""medium"", ""mitre_mapping"": ""Phishing"", ""recommended_action"": ""Quarantine the email, block the URL, inspect headers, warn affected users, and reset credentials if submitted."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as phishing attempt because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-064,Alert Classification,Classify this SOC alert and recommend safe next steps: A server sends unusually high outbound traffic to an IP address not seen before.,"{""classification"": ""possible data exfiltration"", ""severity"": ""high"", ""mitre_mapping"": ""Exfiltration"", ""recommended_action"": ""Validate the destination, review netflow and process logs, restrict outbound traffic, and preserve evidence."", ""confidence"": ""medium"", ""explanation"": ""The scenario is best treated as possible data exfiltration because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-065,Alert Classification,Classify this SOC alert and recommend safe next steps: An administrator account creates a new mailbox forwarding rule at 2:15 AM without a ticket.,"{""classification"": ""suspicious account activity"", ""severity"": ""high"", ""mitre_mapping"": ""Email Collection / Account Discovery"", ""recommended_action"": ""Disable or review the rule, verify administrator activity, audit mailbox access, and rotate credentials if unauthorized."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as suspicious account activity because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-066,Alert Classification,Classify this SOC alert and recommend safe next steps: Antivirus blocks a file named invoice_viewer.exe from the downloads folder after a user opened an email attachment.,"{""classification"": ""malware delivery attempt"", ""severity"": ""high"", ""mitre_mapping"": ""User Execution / Phishing"", ""recommended_action"": ""Quarantine the file, collect hashes, inspect email source, scan the endpoint, and check for similar messages."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as malware delivery attempt because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-067,Alert Classification,Classify this SOC alert and recommend safe next steps: A VPN login occurs from the user’s normal location during normal working hours with MFA success.,"{""classification"": ""likely benign authentication"", ""severity"": ""low"", ""mitre_mapping"": ""Not applicable"", ""recommended_action"": ""No immediate escalation; continue routine monitoring and confirm if other risk indicators appear."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as likely benign authentication because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-068,Alert Classification,Classify this SOC alert and recommend safe next steps: A cloud storage audit log shows mass file downloads by an account shortly before resignation.,"{""classification"": ""possible insider data theft"", ""severity"": ""high"", ""mitre_mapping"": ""Exfiltration Over Web Service"", ""recommended_action"": ""Escalate to security/legal process, preserve logs, review access, and validate authorization."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as possible insider data theft because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-069,Alert Classification,Classify this SOC alert and recommend safe next steps: A workstation starts scanning many internal hosts on ports 445 and 3389.,"{""classification"": ""internal reconnaissance / lateral movement risk"", ""severity"": ""high"", ""mitre_mapping"": ""Network Service Discovery"", ""recommended_action"": ""Isolate or restrict host, identify initiating process, review recent credentials, and scan for compromise."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as internal reconnaissance / lateral movement risk because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-070,Alert Classification,Classify this SOC alert and recommend safe next steps: A production web application generates repeated SQL syntax errors after unusual query strings in login requests.,"{""classification"": ""possible SQL injection probing"", ""severity"": ""medium"", ""mitre_mapping"": ""Exploit Public-Facing Application"", ""recommended_action"": ""Review WAF/app logs, validate input handling, block abusive sources, and notify application owners."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as possible SQL injection probing because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-071,Alert Classification,Classify this SOC alert and recommend safe next steps: Multiple failed logins followed by a successful login from a new country for the same user account.,"{""classification"": ""possible credential compromise"", ""severity"": ""high"", ""mitre_mapping"": ""Valid Accounts / Brute Force"", ""recommended_action"": ""Review sign-in logs, verify user activity, reset credentials if unauthorized, require MFA, and check for follow-on activity."", ""confidence"": ""medium"", ""explanation"": ""The scenario is best treated as possible credential compromise because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-072,Alert Classification,Classify this SOC alert and recommend safe next steps: An endpoint alert shows PowerShell launched by Office and then contacting an unfamiliar external domain.,"{""classification"": ""suspicious script execution"", ""severity"": ""high"", ""mitre_mapping"": ""Command and Scripting Interpreter"", ""recommended_action"": ""Isolate the host if needed, collect process tree and command line, block the domain, and check for payload download."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as suspicious script execution because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-073,Alert Classification,Classify this SOC alert and recommend safe next steps: A user reports an email asking them to verify payroll details through a shortened link.,"{""classification"": ""phishing attempt"", ""severity"": ""medium"", ""mitre_mapping"": ""Phishing"", ""recommended_action"": ""Quarantine the email, block the URL, inspect headers, warn affected users, and reset credentials if submitted."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as phishing attempt because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-074,Alert Classification,Classify this SOC alert and recommend safe next steps: A server sends unusually high outbound traffic to an IP address not seen before.,"{""classification"": ""possible data exfiltration"", ""severity"": ""high"", ""mitre_mapping"": ""Exfiltration"", ""recommended_action"": ""Validate the destination, review netflow and process logs, restrict outbound traffic, and preserve evidence."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as possible data exfiltration because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-075,Alert Classification,Classify this SOC alert and recommend safe next steps: An administrator account creates a new mailbox forwarding rule at 2:15 AM without a ticket.,"{""classification"": ""suspicious account activity"", ""severity"": ""high"", ""mitre_mapping"": ""Email Collection / Account Discovery"", ""recommended_action"": ""Disable or review the rule, verify administrator activity, audit mailbox access, and rotate credentials if unauthorized."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as suspicious account activity because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-076,Alert Classification,Classify this SOC alert and recommend safe next steps: Antivirus blocks a file named invoice_viewer.exe from the downloads folder after a user opened an email attachment.,"{""classification"": ""malware delivery attempt"", ""severity"": ""high"", ""mitre_mapping"": ""User Execution / Phishing"", ""recommended_action"": ""Quarantine the file, collect hashes, inspect email source, scan the endpoint, and check for similar messages."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as malware delivery attempt because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-077,Alert Classification,Classify this SOC alert and recommend safe next steps: A VPN login occurs from the user’s normal location during normal working hours with MFA success.,"{""classification"": ""likely benign authentication"", ""severity"": ""low"", ""mitre_mapping"": ""Not applicable"", ""recommended_action"": ""No immediate escalation; continue routine monitoring and confirm if other risk indicators appear."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as likely benign authentication because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-078,Alert Classification,Classify this SOC alert and recommend safe next steps: A cloud storage audit log shows mass file downloads by an account shortly before resignation.,"{""classification"": ""possible insider data theft"", ""severity"": ""high"", ""mitre_mapping"": ""Exfiltration Over Web Service"", ""recommended_action"": ""Escalate to security/legal process, preserve logs, review access, and validate authorization."", ""confidence"": ""medium"", ""explanation"": ""The scenario is best treated as possible insider data theft because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-079,Alert Classification,Classify this SOC alert and recommend safe next steps: A workstation starts scanning many internal hosts on ports 445 and 3389.,"{""classification"": ""internal reconnaissance / lateral movement risk"", ""severity"": ""high"", ""mitre_mapping"": ""Network Service Discovery"", ""recommended_action"": ""Isolate or restrict host, identify initiating process, review recent credentials, and scan for compromise."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as internal reconnaissance / lateral movement risk because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-ALERT-080,Alert Classification,Classify this SOC alert and recommend safe next steps: A production web application generates repeated SQL syntax errors after unusual query strings in login requests.,"{""classification"": ""possible SQL injection probing"", ""severity"": ""medium"", ""mitre_mapping"": ""Exploit Public-Facing Application"", ""recommended_action"": ""Review WAF/app logs, validate input handling, block abusive sources, and notify application owners."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as possible SQL injection probing because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-001,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: A malicious macro starts PowerShell to run encoded commands.,"{""classification"": ""suspicious script execution"", ""severity"": ""high"", ""mitre_mapping"": ""T1059 Command and Scripting Interpreter"", ""recommended_action"": ""Map to command/script execution and investigate parent-child process chain."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as suspicious script execution because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-002,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: An attacker sends a malicious attachment to gain initial access.,"{""classification"": ""phishing initial access"", ""severity"": ""medium"", ""mitre_mapping"": ""T1566 Phishing"", ""recommended_action"": ""Quarantine messages, inspect headers/attachments, and identify affected recipients."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as phishing initial access because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-003,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: A threat actor dumps cached credentials from a compromised Windows host.,"{""classification"": ""credential access"", ""severity"": ""critical"", ""mitre_mapping"": ""T1003 OS Credential Dumping"", ""recommended_action"": ""Isolate host, collect forensic data, rotate credentials, and review lateral movement."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as credential access because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-004,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: A compromised account uses remote desktop to access multiple servers.,"{""classification"": ""lateral movement"", ""severity"": ""high"", ""mitre_mapping"": ""T1021 Remote Services"", ""recommended_action"": ""Review RDP logs, validate account use, restrict access, and reset credentials if unauthorized."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as lateral movement because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
